query_id,query_text,chunk_id_list,doc_id_list,LLM_answer
50_6,What information is available about the following topic from the documents? |:--------------------------------------------------------------------------------------------------...,9681,831.0,To be generated by LLM
51_0,"What information is available about the following topic from the documents? Gradio Demo: lineplot_component


```
!pip install -q gradio vega_datasets
```


```
import gradio a...",15521,1294.0,To be generated by LLM
51_0,What information is available about the following topic from the documents? his demo shows how you can build an interactive dashboard with gradio. Click on a python library on ...,1428,121.0,To be generated by LLM
51_2,"What information is available about the following topic from the documents? ```

The Styler class can be used to apply conditional formatting and styling to dataframes, making ...",27090,2323.0,To be generated by LLM
51_0,"What information is available about the following topic from the documents? How to Style the Gradio Dataframe

Tags: DATAFRAME, STYLE, COLOR

## Introduction

Data visualizatio...",27088,2323.0,To be generated by LLM
51_0,What information is available about the following topic from the documents? enerate a plot based on 5 inputs....,30435,2577.0,To be generated by LLM
51_42,"What information is available about the following topic from the documents? - @gradio/label@0.1.2
  - @gradio/model3d@0.2.1
  - @gradio/number@0.2.2
  - @gradio/plot@0.1.2
  - ...",26782,2285.0,To be generated by LLM
51_8,"What information is available about the following topic from the documents? fig, ax = plt.subplots(figsize=FIGSIZE)

    plot_clusters(ax, X, y_pred)
    ax.set_title(clusterin...",7595,616.0,To be generated by LLM
51_1,"What information is available about the following topic from the documents? ```
import altair

import gradio as gr
from math import sqrt
import matplotlib.pyplot as plt
import ...",28658,2433.0,To be generated by LLM
51_8,"What information is available about the following topic from the documents? ```

2\. Install the [`gspread` library](https://docs.gspread.org/en/v5.7.0/), which makes it easy t...",22142,1893.0,To be generated by LLM
51_0,"What information is available about the following topic from the documents? Gradio Demo: dataframe_datatype


```
!pip install -q gradio 
```


```
import gradio as gr
import p...",12753,1059.0,To be generated by LLM
52_19,"What information is available about the following topic from the documents? ```

something is wrong with the TensorRT or ONNX Runtime installation.

### TensorRT engine build a...",10493,885.0,To be generated by LLM
52_2,"What information is available about the following topic from the documents? *Note: stay tuned for an upcoming post dedicated to SageMaker deployment.*

Finally, these component...",26901,2298.0,To be generated by LLM
52_4,"What information is available about the following topic from the documents? ```

To check out all available arguments, refer to the [🤗 Optimum docs](https://huggingface.co/docs...",23380,2007.0,To be generated by LLM
52_7,"What information is available about the following topic from the documents? ```

As a final example, let's take a look at applying _graph optimizations_ techniques such as oper...",3303,234.0,To be generated by LLM
52_7,What information is available about the following topic from the documents? So what I've been working on for the last few months on the transformers library is providing the fu...,1242,107.0,To be generated by LLM
52_11,"What information is available about the following topic from the documents? ```

### Optimizing with `ORTOptimizer`

```python
>>> from transformers import AutoTokenizer
>>> fr...",2417,142.0,To be generated by LLM
52_12,"What information is available about the following topic from the documents? ```

The `onnx_inputs` and `onnx_outputs` returned by the `export()` function are lists of the keys ...",29860,2525.0,To be generated by LLM
52_9,"What information is available about the following topic from the documents? ```


### Optimization examples

Below you will find an easy end-to-end example on how to optimize [...",15359,1269.0,To be generated by LLM
52_13,"What information is available about the following topic from the documents? So concretely, what should users do with Optimum to take advantage of the ONNX Runtime acceleration ...",20743,1752.0,To be generated by LLM
52_5,"What information is available about the following topic from the documents? ```

You should see the logs indicating progress and showing where the resulting `model.onnx` is sav...",23381,2007.0,To be generated by LLM
53_115,"What information is available about the following topic from the documents? ```

### EDICT Image Editing Pipeline

This pipeline implements the text-guided image editing approa...",25979,2233.0,To be generated by LLM
53_6,"What information is available about the following topic from the documents? ```

This however can make it difficult to build applications on top of `diffusers` as you will alwa...",583,58.0,To be generated by LLM
53_1,"What information is available about the following topic from the documents? ```
import gradio as gr
import torch
from diffusers import StableDiffusionPipeline
from PIL import I...",10049,852.0,To be generated by LLM
53_19,"What information is available about the following topic from the documents? ```

or the more aggressive layer based CPU offloading.

```py
pipe = DiffusionPipeline.from_pretrai...",14104,1159.0,To be generated by LLM
53_4,"What information is available about the following topic from the documents? ```

### Local pipeline

To load a diffusion pipeline locally, use [`git-lfs`](https://git-lfs.githu...",16962,1434.0,To be generated by LLM
53_84,"What information is available about the following topic from the documents? ```
pip install k-diffusion
```

You can use the community pipeline as follows:

```python
from diff...",25948,2233.0,To be generated by LLM
53_16,"What information is available about the following topic from the documents? # speed up diffusion process with faster scheduler and memory optimization
pipe.scheduler = UniPCMul...",6710,531.0,To be generated by LLM
53_3,"What information is available about the following topic from the documents? ```

<Tip>

You'll notice throughout the guide, we use [`~DiffusionPipeline.enable_model_cpu_offload...",29774,2522.0,To be generated by LLM
53_18,"What information is available about the following topic from the documents? ```

![](https://huggingface.co/datasets/huggingface/documentation-images/resolve/main/diffusers/lcm...",496,49.0,To be generated by LLM
53_11,"What information is available about the following topic from the documents? ```

For Stable Diffusion 2 base (Hub id: `stabilityai/stable-diffusion-2-base`):

```shell
python -...",17012,1437.0,To be generated by LLM
54_312,"What information is available about the following topic from the documents? - Fixed `gr.Image` not filling the entire element size, by [@space-nuko](https://github.com/space-nu...",2169,140.0,To be generated by LLM
54_366,What information is available about the following topic from the documents? - Fixed bug where the font color of axis labels and titles for native plots did not respond to dark ...,27566,2341.0,To be generated by LLM
54_1,What information is available about the following topic from the documents? - [#6842](https://github.com/gradio-app/gradio/pull/6842) [`846d52d`](https://github.com/gradio-app/...,27201,2341.0,To be generated by LLM
54_212,What information is available about the following topic from the documents? - [#5104](https://github.com/gradio-app/gradio/pull/5104) [`34f6b22e`](https://github.com/gradio-app...,2069,140.0,To be generated by LLM
54_519,What information is available about the following topic from the documents? - fixed failing test on main by [@abidlabs](https://github.com/abidlabs) in [PR 1023](https://github...,2376,140.0,To be generated by LLM
54_511,What information is available about the following topic from the documents? - backend_default_value_refactoring by [@FarukOzderim](https://github.com/FarukOzderim) in [PR 871](...,2368,140.0,To be generated by LLM
54_532,What information is available about the following topic from the documents? - async-function-support by [@FarukOzderim](https://github.com/FarukOzderim) in [PR 1190](https://gi...,27732,2341.0,To be generated by LLM
54_66,What information is available about the following topic from the documents? - [#6232](https://github.com/gradio-app/gradio/pull/6232) [`ac4f2bcde`](https://github.com/gradio-ap...,27266,2341.0,To be generated by LLM
54_182,What information is available about the following topic from the documents? - [#5304](https://github.com/gradio-app/gradio/pull/5304) [`05892302`](https://github.com/gradio-app...,27382,2341.0,To be generated by LLM
54_16,"What information is available about the following topic from the documents? ### Fixes

- [#5304](https://github.com/gradio-app/gradio/pull/5304) [`05892302`](https://github.com...",3456,252.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",19814,1676.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",22235,1903.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",7833,641.0,To be generated by LLM
55_3,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:
```python
# Get imagenet class mappings
url, filename...",20648,1745.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:
```python
# Get imagenet class mappings
url, filename...",376,35.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",13789,1127.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:
```python
# Get imagenet class mappings
url, filename...",5707,448.0,To be generated by LLM
55_9,"What information is available about the following topic from the documents? ```

To get the predicted probabilities, we apply softmax to the output. This leaves us with a tenso...",17418,1474.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",17700,1502.0,To be generated by LLM
55_2,"What information is available about the following topic from the documents? ```

To get the top-5 predictions class names:

```py
>>> # Get imagenet class mappings
>>> url, fil...",16296,1367.0,To be generated by LLM
56_31,"What information is available about the following topic from the documents? - To solve an RL problem, you want to **find an optimal policy**, the policy is the “brain” of your ...",18962,1594.0,To be generated by LLM
56_4,What information is available about the following topic from the documents? - \\(R(\tau)\\) :  Return from an arbitrary trajectory. To take this quantity and use it to calculat...,12601,1049.0,To be generated by LLM
56_0,"What information is available about the following topic from the documents? Visualize the Clipped Surrogate Objective Function

Don't worry. **It's normal if this seems complex...",22249,1904.0,To be generated by LLM
56_1,"What information is available about the following topic from the documents? - [What is Offline Reinforcement Learning?](#what-is-offline-reinforcement-learning?)
- [Introducing...",16686,1410.0,To be generated by LLM
56_4,"What information is available about the following topic from the documents? ## The Problem of Variance in Reinforce
In Reinforce, we want to **increase the probability of actio...",29666,2517.0,To be generated by LLM
56_4,What information is available about the following topic from the documents? - The value of  \\(V(S_{t+1}) \\)  = Immediate reward  \\(R_{t+2}\\)  + Discounted value of the next...,19802,1674.0,To be generated by LLM
56_8,What information is available about the following topic from the documents? The policy takes a state as input and outputs what action to take at that state (deterministic polic...,23479,2011.0,To be generated by LLM
56_35,"What information is available about the following topic from the documents? ```
Lambert, et al., ""Illustrating Reinforcement Learning from Human Feedback (RLHF)"", Hugging Face ...",13524,1098.0,To be generated by LLM
56_19,"What information is available about the following topic from the documents? ```

The action space (the set of possible actions the agent can take) is discrete with 4 actions av...",14221,1170.0,To be generated by LLM
56_1,"What information is available about the following topic from the documents? There are two types of methods to learn a policy for a value function:

- With *the Monte Carlo meth...",28846,2451.0,To be generated by LLM
57_13,What information is available about the following topic from the documents? - [T5 తో అనువాదం](https://huggingface.co/t5-base?text=My+name+is+Wolfgang+and+I+live+in+Berlin)...,17756,1506.0,To be generated by LLM
57_8,What information is available about the following topic from the documents? - [用 DistilBERT...,1685,135.0,To be generated by LLM
57_5,"What information is available about the following topic from the documents? correct: true
        }
	]}
/>...",16311,1368.0,To be generated by LLM
57_10,What information is available about the following topic from the documents? ### Main oppositions...,30716,2606.0,To be generated by LLM
57_16,"What information is available about the following topic from the documents? array([[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0],
       [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,...",27871,2356.0,To be generated by LLM
57_20,"What information is available about the following topic from the documents? 'cigarette', 'papers;', 'seasonal', 'promotions,', 'e.g.', 'pastel', 'colored', 'cigarettes', 'for',...",24877,2153.0,To be generated by LLM
57_4,"What information is available about the following topic from the documents? ""_type"": ""Value""
            },
            ""title"": {
                ""dtype"": ""string"",
          ...",8803,746.0,To be generated by LLM
57_5,"What information is available about the following topic from the documents? ```
(""h"", 15) (""u"", 36) (""g"", 20) (""hu"", 15) (""ug"", 20) (""p"", 17) (""pu"", 17) (""n"", 16)
(""un"", 16) (""...",6098,489.0,To be generated by LLM
57_129,What information is available about the following topic from the documents? ## उद्धरण...,9998,843.0,To be generated by LLM
57_9,What information is available about the following topic from the documents? | **Model variant** | **Depths**    | **Hidden sizes**    | **Decoder hidden size** | **Params (M)**...,25261,2191.0,To be generated by LLM
58_10,"What information is available about the following topic from the documents? ```

To upload more than one file at a time, take a look at the [Upload](./guides/upload) guide
whic...",24282,2100.0,To be generated by LLM
58_1,"What information is available about the following topic from the documents? ```python
from huggingface_hub import HfApi, list_models

# Use root method
models = list_models()

...",9230,781.0,To be generated by LLM
58_36,"What information is available about the following topic from the documents? ```py
from huggingface_hub import snapshot_download

local_dir = ""./dog_downsized""
snapshot_download...",26145,2238.0,To be generated by LLM
58_6,"What information is available about the following topic from the documents? ```

## Upload with Python

Users who prefer to upload a dataset programmatically can use the [huggi...",22270,1906.0,To be generated by LLM
58_0,"What information is available about the following topic from the documents? hub-docs

This repository regroups documentation and information that is hosted on the Hugging Face ...",21787,1847.0,To be generated by LLM
58_0,"What information is available about the following topic from the documents? Next Steps

These next sections highlight features and additional information that you may find usef...",3159,219.0,To be generated by LLM
58_3,"What information is available about the following topic from the documents? <br>

## Publish files to the Hub

If you've used Git before, this will be very easy since Git is us...",20431,1727.0,To be generated by LLM
58_107,"What information is available about the following topic from the documents? ## How to use the hub for collaboration

In this section, we will explain how a team can use the 🤗 h...",15914,1318.0,To be generated by LLM
58_0,What information is available about the following topic from the documents? !--⚠️ Note that this file is in Markdown but contain specific syntax for our doc-builder (similar to...,10022,848.0,To be generated by LLM
58_0,What information is available about the following topic from the documents? !--⚠️ Note that this file is in Markdown but contain specific syntax for our doc-builder (similar to...,883,82.0,To be generated by LLM
59_5,"What information is available about the following topic from the documents? # set dataset format for PyTorch
train_dataset =  train_dataset.rename_column(""label"", ""labels"")
tra...",21562,1827.0,To be generated by LLM
59_3,"What information is available about the following topic from the documents? ```

The [`~Dataset.map`] function converts the returned values to a PyArrow-supported format. But e...",15372,1271.0,To be generated by LLM
59_11,"What information is available about the following topic from the documents? ```

The returned `tf_ds` object here is now fully ready to train on, and can be passed directly to ...",18137,1519.0,To be generated by LLM
59_11,"What information is available about the following topic from the documents? ```

To apply this preprocessing to the entire dataset in a fast way, use [`~datasets.Dataset.map`]....",24868,2153.0,To be generated by LLM
59_32,"What information is available about the following topic from the documents? ```

## Define Transformations

Next, we define the transformations for the data, in particular for ...",765,67.0,To be generated by LLM
59_1,"What information is available about the following topic from the documents? the question to None. Then we also keep track of the example ID for each feature, to be able to map ...",12878,1067.0,To be generated by LLM
59_4,"What information is available about the following topic from the documents? processed_datasets = dataset.map(
    preprocess_function,
    batched=True,
    num_proc=1,
    rem...",28205,2384.0,To be generated by LLM
59_19,"What information is available about the following topic from the documents? </Tip>

We can now apply that preprocessing in one go on all the splits of our dataset:

```py
token...",7134,574.0,To be generated by LLM
59_38,"What information is available about the following topic from the documents? ```

## Format

The [`~Dataset.set_format`] function changes the format of a column to be compatible...",12847,1064.0,To be generated by LLM
59_21,"What information is available about the following topic from the documents? ```

We can apply the data preparation function to all of our training examples using dataset's `.ma...",26375,2259.0,To be generated by LLM
60_1,"What information is available about the following topic from the documents? In this section, we'll look at how BERT was implemented to show what's involved with each step.

## ...",29849,2525.0,To be generated by LLM
60_5,"What information is available about the following topic from the documents? The [`BertTokenizer`] is used to encode the text. A custom detector/image processor must be used
to ...",26828,2288.0,To be generated by LLM
60_5,"What information is available about the following topic from the documents? Although the BERT and RoBERTa family of models are the most downloaded, we'll use a model called [Di...",3584,266.0,To be generated by LLM
60_8,"What information is available about the following topic from the documents? ```

### Loading a model

Now you can load the previously saved `BertModel`, `traced_bert.pt`, from ...",31066,2644.0,To be generated by LLM
60_1,"What information is available about the following topic from the documents? <Youtube id=""nvBXf7s7vTI""/>

🤗 Transformers provides a `Trainer` class to help you fine-tune any of ...",28342,2398.0,To be generated by LLM
60_18,"What information is available about the following topic from the documents? ```

If the order matters (because one of the replacements might conflict with a previous one), the ...",6579,522.0,To be generated by LLM
60_13,"What information is available about the following topic from the documents? ```

Here's an example of a tuple return, comprising several objects:

```
    Returns:
        `tup...",23134,1986.0,To be generated by LLM
60_2,"What information is available about the following topic from the documents? ```py
>>> from transformers import AutoTokenizer
>>> from datasets import load_dataset

>>> tokenize...",3878,292.0,To be generated by LLM
60_1,"What information is available about the following topic from the documents? python ./run_glue_with_pabee.py \
  --model_type albert \
  --model_name_or_path bert-base-uncased/a...",22006,1877.0,To be generated by LLM
60_15,"What information is available about the following topic from the documents? ```

#### 3. Training the model

Now that the preprocessing is done, you can go ahead and train your...",26259,2252.0,To be generated by LLM
61_1,"What information is available about the following topic from the documents? In the fall of 2019 Samyam Rajbhandari, Jeff Rasley, Olatunji Ruwase and Yuxiong He published a pape...",2766,176.0,To be generated by LLM
61_83,"What information is available about the following topic from the documents? ```

But then you're on your own synchronizing the [`Trainer`] command line arguments and the DeepSp...",10136,853.0,To be generated by LLM
61_108,"What information is available about the following topic from the documents? ### Troubleshooting

#### the `deepspeed` process gets killed at startup without a traceback

If the...",10161,853.0,To be generated by LLM
61_17,"What information is available about the following topic from the documents? ```

<Tip warning={false}>

DeepSpeed is supported by ONNX Runtime(only ZeRO stage 1 and 2 for the m...",24953,2157.0,To be generated by LLM
61_6,"What information is available about the following topic from the documents? ```

In our Single-Node Multi-GPU setup, the maximum batch size that DDP supports without OOM error ...",28395,2404.0,To be generated by LLM
61_113,"What information is available about the following topic from the documents? ```

that means that the Deepspeed loss scaler can't figure out a scaling co-efficient that overcome...",10166,853.0,To be generated by LLM
61_56,"What information is available about the following topic from the documents? ""zero_optimization"": {
        ""stage"": 3,
        ""offload_optimizer"": {
            ""device"": ""cpu...",10109,853.0,To be generated by LLM
61_8,"What information is available about the following topic from the documents? ### DeepSpeed Integration

To learn how to deploy Deepspeed Integration please refer to [this guide]...",29966,2535.0,To be generated by LLM
61_80,"What information is available about the following topic from the documents? ```

<Tip>

As of `deepspeed==0.6.0` the bf16 support is new and experimental.

If you use [gradient...",10133,853.0,To be generated by LLM
61_13,"What information is available about the following topic from the documents? **Configuration through CLI:**

1. **Sharding Strategy**: [1] FULL_SHARD, [2] SHARD_GRAD_OP
2. **Min...",23190,1992.0,To be generated by LLM
62_31,"What information is available about the following topic from the documents? ## Scaling

![Scaling results for dataset size and deduplication time](https://huggingface.co/datase...",6612,523.0,To be generated by LLM
62_29,"What information is available about the following topic from the documents? ### Comment

This is where we can see the potential of combining all three optimization features!

T...",16185,1348.0,To be generated by LLM
62_14,"What information is available about the following topic from the documents? **Temporary Memory**

Additionally, there are all kinds of temporary variables which get released on...",5402,418.0,To be generated by LLM
62_12,"What information is available about the following topic from the documents? ```

**Output:**

```
Execution time: 5.43284375 seconds
Max memory footprint 1.9151841280000002  GB...",16168,1348.0,To be generated by LLM
62_2,"What information is available about the following topic from the documents? This makes a big difference considering model weights and dataset files are usually very large.

![]...",6627,525.0,To be generated by LLM
62_16,What information is available about the following topic from the documents? ![Llama2 inferentia2 end-to-end latency](https://huggingface.co/datasets/huggingface/documentation-i...,26915,2298.0,To be generated by LLM
62_22,"What information is available about the following topic from the documents? ```

You can also time a whole cell by putting `%%time` at the beginning of the cell. On the hardwar...",25474,2210.0,To be generated by LLM
62_25,"What information is available about the following topic from the documents? <audio controls> 
  <source src=""https://huggingface.co/datasets/huggingface/documentation-images/re...",16181,1348.0,To be generated by LLM
62_14,"What information is available about the following topic from the documents? For my micro-service, I am planning to near 1,000 requests per month, optimistically. 500 may more l...",27954,2361.0,To be generated by LLM
62_17,What information is available about the following topic from the documents? We got an additional x1.10 speedup compared to the previous run with `dataloader_num_workers=2` only...,15424,1280.0,To be generated by LLM
63_14,"What information is available about the following topic from the documents? ```

If you check the model file size in the repository, you'll see that it is only 3.93MB! 🤏

## In...",3112,213.0,To be generated by LLM
63_31,"What information is available about the following topic from the documents? ```

Learn more about the [low level API in the docs](https://huggingface.co/docs/peft/developer_gui...",29929,2529.0,To be generated by LLM
63_1,"What information is available about the following topic from the documents? ```


```python
# creating model
peft_config = PrefixTuningConfig(task_type=TaskType.SEQ_2_SEQ_LM, i...",9343,794.0,To be generated by LLM
63_11,"What information is available about the following topic from the documents? ```

## Train a PEFT adapter

PEFT adapters are supported by the [`Trainer`] class so that you can t...",6808,539.0,To be generated by LLM
63_7,"What information is available about the following topic from the documents? ```

Now you can train the model with Transformer's [`~transformers.Trainer`] class or whichever tra...",9221,777.0,To be generated by LLM
63_8,"What information is available about the following topic from the documents? ```

2. Creating config corresponding to the PEFT method
```py
peft_config = LoraConfig(
    task_ty...",29944,2531.0,To be generated by LLM
63_4,"What information is available about the following topic from the documents? ## Getting started

```python
from transformers import AutoModelForSeq2SeqLM
from peft import get_pe...",29902,2529.0,To be generated by LLM
63_6,"What information is available about the following topic from the documents? # Load the Lora model
inference_model = PeftModel.from_pretrained(inference_model, peft_model_id)

i...",30636,2597.0,To be generated by LLM
63_16,"What information is available about the following topic from the documents? ```

2. Use the trained [smangrul/peft_lora_e5_ecommerce_semantic_search_colab](https://huggingface....",20628,1742.0,To be generated by LLM
63_15,"What information is available about the following topic from the documents? ```

## Inference

To use your model for inference, load the configuration and model:

```py
peft_mo...",25059,2166.0,To be generated by LLM
64_6,"What information is available about the following topic from the documents? ```

Multiple `references` per `prediction`:

```python
>>> meteor = evaluate.load('meteor')
>>> pre...",21932,1865.0,To be generated by LLM
64_4,"What information is available about the following topic from the documents? ```

Minimal values:

```python
>>> from datasets import load_metric
>>> meteor = load_metric('meteo...",3492,256.0,To be generated by LLM
64_8,"What information is available about the following topic from the documents? ```

Minimal values for both exact match and F1 (no match):

```python
from evaluate import load
squ...",8520,708.0,To be generated by LLM
64_1,What information is available about the following topic from the documents? More information about the different subsets of the Indic GLUE dataset can be found on the [IndicGLU...,23738,2036.0,To be generated by LLM
64_4,"What information is available about the following topic from the documents? ```

### Inputs
- **`predictions`** (`list` of `float`): Predicted labels, as returned by a model.
-...",5787,457.0,To be generated by LLM
64_2,"What information is available about the following topic from the documents? ### Inputs
- **predictions** (`list` of `int`): Predicted class labels.
- **references** (`list` of ...",6724,532.0,To be generated by LLM
64_5,"What information is available about the following topic from the documents? ## Examples 

Perfect match between prediction and reference:

```python
from datasets import load_m...",21017,1771.0,To be generated by LLM
64_7,"What information is available about the following topic from the documents? ```

Partial match:

```python
>>> from datasets import load_metric
>>> seqeval = load_metric('seqev...",8764,741.0,To be generated by LLM
64_2,"What information is available about the following topic from the documents? ```

### Inputs
- **predictions** (`list`): list of predictions to score. Each prediction
        sh...",8082,654.0,To be generated by LLM
64_46,"What information is available about the following topic from the documents? >>> # let's print out the results:
>>> id2aggregation = {0: ""NONE"", 1: ""SUM"", 2: ""AVERAGE"", 3: ""COUN...",14818,1217.0,To be generated by LLM
65_64,"What information is available about the following topic from the documents? ```python
# Generation as usual
prompt = system_prompt + ""Question: Please write a function in Pytho...",29741,2518.0,To be generated by LLM
65_20,"What information is available about the following topic from the documents? ```

```python out
""""""
---------------------------------------------------------------------------
A...",1146,105.0,To be generated by LLM
65_17,"What information is available about the following topic from the documents? ```

Note that we need to pass along the IDs of the special tokens, so the tokenizer can properly co...",15175,1254.0,To be generated by LLM
65_24,"What information is available about the following topic from the documents? >>> print(tokenizer.batch_decode(output_sequences, skip_special_tokens=True))
['Das Haus ist wunderb...",24662,2134.0,To be generated by LLM
65_51,"What information is available about the following topic from the documents? ```python
kwargs = {
    ""dataset_tags"": ""mozilla-foundation/common_voice_11_0"",
    ""dataset"": ""Com...",12977,1075.0,To be generated by LLM
65_18,"What information is available about the following topic from the documents? ```

3. Create a search index using HNSWlib:

```py
def construct_search_index(dim, num_elements, da...",20630,1742.0,To be generated by LLM
65_33,"What information is available about the following topic from the documents? ```

And we get the same results as with our second pipeline!

```python out
[{'entity_group': 'PER'...",17935,1510.0,To be generated by LLM
65_26,"What information is available about the following topic from the documents? ```

Decode the predicted tokens to get the answer:

```py
>>> predict_answer_tokens = inputs.input_...",22064,1886.0,To be generated by LLM
65_20,"What information is available about the following topic from the documents? >>> for seq in sequences:
...     print(f""Result: {seq['generated_text']}"")
Result: Modern tools are...",27976,2362.0,To be generated by LLM
65_8,"What information is available about the following topic from the documents? ```

Note that [`TapexTokenizer`] also supports batched inference. Hence, one can provide a batch of...",1545,129.0,To be generated by LLM
66_84,"What information is available about the following topic from the documents? ### Friday, July 2nd
- [Watch the talks on YouTube](https://www.youtube.com/watch?v=ZCMOPkcTu3s)
- [...",15891,1318.0,To be generated by LLM
66_1,"What information is available about the following topic from the documents? In a previous life, Lewis was a theoretical physicist and outside of work loves to play guitar, go t...",1236,107.0,To be generated by LLM
66_12,What information is available about the following topic from the documents? Other proteins are critical in health and disease - everyone probably remembers endless news reports...,10293,869.0,To be generated by LLM
66_1,"What information is available about the following topic from the documents? The new ""Community"" tab also aligns with proposals in ethical ML throughout the years. Feedback and ...",4036,308.0,To be generated by LLM
66_3,"What information is available about the following topic from the documents? Margaret Mitchell is a researcher working on Ethical AI, currently focused on the ins and outs of et...",6817,541.0,To be generated by LLM
66_104,What information is available about the following topic from the documents? - Soňa Mokrá is a Research Engineer at DeepMind. She has a background in machine translation and has...,15911,1318.0,To be generated by LLM
66_5,What information is available about the following topic from the documents? addressing how **marginalized workers create the data for AI** ([The Globe and Mail](https://www.the...,8655,727.0,To be generated by LLM
66_6,"What information is available about the following topic from the documents? ```

<details open>
<summary><b>Model Output:</b></summary>

```
Output:
---------------------------...",977,91.0,To be generated by LLM
66_1,"What information is available about the following topic from the documents? To go with this release, we are organizing a large community event to which you are invited! The pro...",16765,1417.0,To be generated by LLM
66_3,"What information is available about the following topic from the documents? # Common Misunderstandings
## There’s an idea that open source is “less secure”.
- Misses that close...",5502,431.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2020 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",20275,1703.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2021 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",4331,350.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !---
Copyright 2020 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, V...",6561,522.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2022 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",5757,454.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2022 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",7412,588.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2020 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",25348,2203.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2023 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",11290,968.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2023 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",3157,218.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2023 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",8036,651.0,To be generated by LLM
67_0,"What information is available about the following topic from the documents? !--Copyright 2022 The HuggingFace Team. All rights reserved.

Licensed under the Apache License, Ver...",17420,1475.0,To be generated by LLM
68_7,"What information is available about the following topic from the documents? Nowadays, getting started with sentiment analysis on Twitter is quite easy and straightforward 🙌 

W...",22535,1933.0,To be generated by LLM
68_23,"What information is available about the following topic from the documents? <figure class=""image table text-center m-0 w-full"">
  <medium-zoom background=""rgba(0,0,0,.7)"" alt=""...",26267,2252.0,To be generated by LLM
68_60,"What information is available about the following topic from the documents? ```
        
    - For the `sentiment` and `descriptiveness` tasks examined in this work, we have `i...",23101,1984.0,To be generated by LLM
68_33,"What information is available about the following topic from the documents? ```

Output:

```
Tweet: @NFTGalIery Warm, exquisite and elegant palette of charming beauty Its pric...",26277,2252.0,To be generated by LLM
68_14,"What information is available about the following topic from the documents? ```

Try it with a couple sentences and review their sentiment (negative or positive) with `learner_...",1285,108.0,To be generated by LLM
68_32,"What information is available about the following topic from the documents? ```

### 5. Explore the results of sentiment analysis
How are people talking about NFTs on Twitter? ...",26276,2252.0,To be generated by LLM
68_17,"What information is available about the following topic from the documents? ## త్వరిత పర్యటన

ఇచ్చిన ఇన్‌పుట్ (టెక్స్ట్, ఇమేజ్, ఆడియో, ...)పై తక్షణమే మోడల్‌ను ఉపయోగించడానికి, మ...",17760,1506.0,To be generated by LLM
68_4,"What information is available about the following topic from the documents? ```yaml
widget:
- text: ""Is this review positive or negative? Review: Best cast iron skillet you wil...",29027,2467.0,To be generated by LLM
68_4,"What information is available about the following topic from the documents? *   Are the labels balanced?
*   Are there gold-labels that you do not agree with?
*   How were the ...",14050,1155.0,To be generated by LLM
68_13,"What information is available about the following topic from the documents? ```

## Benchmarking

SetFitABSA was benchmarked against the recent state-of-the-art work by [AWS AI...",13235,1090.0,To be generated by LLM
